kind,file,ident,line,verdict_class,verdict,reason
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.75,155,CONST,ESTABLISHED,in_manifest=False — bwAtRegionStart fallback = UNSTRESSED metric weight (reuse of the established table value) (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.75,157,CONST,ESTABLISHED,in_manifest=False — bwAtRegionStart fallback = UNSTRESSED metric weight (reuse of the established table value) (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,181,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,187,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,202,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,3,206,CONST,ESTABLISHED,in_manifest=False — dense-start threshold 3 distinct pcs — legacy structural (batch-only path) (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,215,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,290,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.0,292,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,1.0,297,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.3,297,CONST,UNFIT,"in_manifest=False — repetition-boost magnitude — inference weight, not in manifest (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,302,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.0,304,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,1.5,312,CONST,UNFIT,"in_manifest=False — cross-voice-boost magnitude — inference weight, not in manifest (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.0,317,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.0,344,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,345,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.0,348,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,354,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,360,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.0,361,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,367,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,12,370,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=weightedPcView)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,0.0,372,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=weightedPcView)
literal,src/composing/analysis/engravingbridge/regiontonecollector.h,0.25,194,CONST,UNFIT,"in_manifest=False — detectOnsetSubBoundaries Jaccard threshold — L2-legacy, not in manifest (retires R6) (func=<file-scope>)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.h,2,207,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=<file-scope>)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.h,0.7,249,CONST,UNFIT,"in_manifest=False — SpanWindowWeights.decayRate seed — mirrors DECAY_RATE, not in manifest (func=<file-scope>)"
literal,src/composing/analysis/engravingbridge/regiontonecollector.h,0.5,250,CONST,UNFIT,in_manifest=False — SpanWindowWeights.lookaheadWeight seed — not in manifest (func=<file-scope>)
literal,src/composing/analysis/engravingbridge/regiontonecollector.h,4.0,251,CONST,ESTABLISHED,in_manifest=False — 4 = quarters-per-whole / 4-whole-note window (metric FACT) (func=<file-scope>)
literal,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,1.0,161,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=collectPitchContext)
literal,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,0.0,259,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=pitchContextOverSpan)
literal,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,1.0,268,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=pitchContextOverSpan)
literal,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,12,330,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=detectOnsetSubBoundaries)"
literal,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,2,340,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=detectOnsetSubBoundaries)"
literal,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,2,344,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=detectOnsetSubBoundaries)"
literal,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,1.0,356,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=detectOnsetSubBoundaries)
literal,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,0.0,357,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=detectOnsetSubBoundaries)
literal,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,12,419,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=detectBassMovementSubBoundaries)"
literal,src/composing/analysis/engravingbridge/spellingview.h,0.0,101,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=<file-scope>)
literal,src/composing/analysis/notemodel/note_model.cpp,2,263,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=build)"
literal,src/composing/analysis/notemodel/note_model.cpp,2,268,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=build)"
literal,src/composing/analysis/notemodel/note_model.cpp,2,268,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=build)"
literal,src/composing/analysis/notemodel/note_model.cpp,2,302,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=collect)"
literal,src/composing/analysis/notemodel/note_model.cpp,2,303,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=collect)"
literal,src/composing/analysis/notemodel/note_model.cpp,2,304,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=collect)"
literal,src/composing/analysis/scoreharvest/metricweights.cpp,1.0,77,CONST,ESTABLISHED,in_manifest=False — init/identity literal (accumulator seed / multiplicative identity) — not a tunable weight (func=regionMetricWeightForBeatType)
literal,src/composing/analysis/scoreharvest/metricweights.cpp,0.85,79,CONST,UNFIT,"in_manifest=False — metric weight STRESSED — hand-set, not in manifest (EG-5/T3-1) (func=regionMetricWeightForBeatType)"
literal,src/composing/analysis/scoreharvest/metricweights.cpp,0.75,81,CONST,UNFIT,"in_manifest=False — metric weight UNSTRESSED — hand-set, not in manifest (func=regionMetricWeightForBeatType)"
literal,src/composing/analysis/scoreharvest/metricweights.cpp,0.5,82,CONST,UNFIT,"in_manifest=False — metric weight SUBBEAT/fallback — hand-set, not in manifest (func=regionMetricWeightForBeatType)"
literal,src/composing/analysis/scoreharvest/metricweights.cpp,12,117,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=distinctPitchClasses)"
literal,src/composing/analysis/scoreharvest/metricweights.cpp,12,121,CONST,ESTABLISHED,"in_manifest=False — 12 = pitch-class count (music FACT, not tunable) (func=distinctPitchClasses)"
literal,src/composing/analysis/scoreharvest/metricweights.h,16,57,CONST,UNFIT,"in_manifest=False — LOOKBACK_BEATS — L3 key-window, hand-set, not in manifest (func=<file-scope>)"
literal,src/composing/analysis/scoreharvest/metricweights.h,8,58,CONST,UNFIT,"in_manifest=False — LOOKAHEAD_BEATS — L3 key-window, hand-set, not in manifest (func=<file-scope>)"
literal,src/composing/analysis/scoreharvest/metricweights.h,0.5,59,CONST,UNFIT,"in_manifest=False — LOOKAHEAD_WEIGHT — hand-set, not in manifest (func=<file-scope>)"
literal,src/composing/analysis/scoreharvest/metricweights.h,0.7,60,CONST,UNFIT,"in_manifest=False — DECAY_RATE — hand-set, not in manifest (func=<file-scope>)"
literal,src/composing/analysis/scoreharvest/metricweights.h,4,69,CONST,ESTABLISHED,in_manifest=False — 4 = quarters-per-whole / 4-whole-note window (metric FACT) (func=<file-scope>)
literal,src/composing/analysis/scoreharvest/metricweights.h,4.0,104,CONST,UNFIT,"in_manifest=False — timeDecay beatsPerUnit default — hand-set, not in manifest (func=<file-scope>)"
literal,src/composing/analysis/slicing/slicer.cpp,2,38,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=changePointSlices)"
literal,src/composing/analysis/slicing/slicer.cpp,2,59,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=changePointSlices)"
literal,src/composing/analysis/slicing/slicer.cpp,2,95,CONST,ESTABLISHED,"in_manifest=False — structural 2 (binary tree / boundary-pair / *2 reserve) — FACT, not tunable (func=changePointSlices)"
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryParams.wGap,85,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryParams — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryParams.wInterOnset,86,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryParams — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryParams.wPitch,87,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryParams — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryParams.k,91,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryParams — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryParams.tauTicks,97,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryParams — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryParams.coincidenceWeight,103,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryParams — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryParams.minSilenceTicks,107,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryParams — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryParams.spikeCeilingFactor,114,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryParams — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,VoiceBoundaryProfile.staff,123,DERIVED,PUBLISHED,cross-visible struct field on VoiceBoundaryProfile — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,VoiceBoundaryProfile.voice,124,DERIVED,PUBLISHED,cross-visible struct field on VoiceBoundaryProfile — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,VoiceBoundaryProfile.onsets,125,DERIVED,PUBLISHED,cross-visible struct field on VoiceBoundaryProfile — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,VoiceBoundaryProfile.strength,126,DERIVED,PUBLISHED,cross-visible struct field on VoiceBoundaryProfile — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryProfile.perVoice,133,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryProfile — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryProfile.textureTicks,134,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryProfile — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryProfile.textureStrength,135,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryProfile — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/phraseboundaryview.h,PhraseBoundaryProfile.pickedTicks,136,DERIVED,PUBLISHED,cross-visible struct field on PhraseBoundaryProfile — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/regiontonecollector.h,SpanWindowWeights.decayRate,249,DERIVED,PUBLISHED,cross-visible struct field on SpanWindowWeights — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/regiontonecollector.h,SpanWindowWeights.lookaheadWeight,250,DERIVED,PUBLISHED,cross-visible struct field on SpanWindowWeights — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/regiontonecollector.h,SpanWindowWeights.beatsPerDecayUnit,251,DERIVED,PUBLISHED,cross-visible struct field on SpanWindowWeights — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/spellingview.h,SpanSpelling.count,100,DERIVED,PUBLISHED,cross-visible struct field on SpanSpelling — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/spellingview.h,SpanSpelling.lofCentroid,101,DERIVED,PUBLISHED,cross-visible struct field on SpanSpelling — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/spellingview.h,SpanSpelling.sharpCount,102,DERIVED,PUBLISHED,cross-visible struct field on SpanSpelling — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/spellingview.h,SpanSpelling.flatCount,103,DERIVED,PUBLISHED,cross-visible struct field on SpanSpelling — published surface; consumer per file disposition
field,src/composing/analysis/engravingbridge/spellingview.h,SpanSpelling.naturalCount,104,DERIVED,PUBLISHED,cross-visible struct field on SpanSpelling — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.pitch,81,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.tpc,82,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.staff,83,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.voice,84,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.onset,85,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.release,86,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.duration,87,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.isGrace,88,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.plays,89,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.visible,90,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/notemodel/note_model.h,NoteEvent.staffEligible,91,DERIVED,PUBLISHED,cross-visible struct field on NoteEvent — published surface; consumer per file disposition
field,src/composing/analysis/scoreharvest/metricweights.h,PedalWindow.startTick,113,DERIVED,PUBLISHED,cross-visible struct field on PedalWindow — published surface; consumer per file disposition
field,src/composing/analysis/scoreharvest/metricweights.h,PedalWindow.endTick,114,DERIVED,PUBLISHED,cross-visible struct field on PedalWindow — published surface; consumer per file disposition
field,src/composing/analysis/slicing/slicer.h,Slice.start,85,DERIVED,PUBLISHED,cross-visible struct field on Slice — published surface; consumer per file disposition
field,src/composing/analysis/slicing/slicer.h,Slice.end,86,DERIVED,PUBLISHED,cross-visible struct field on Slice — published surface; consumer per file disposition
decl,src/composing/analysis/engravingbridge/phraseboundaryview.h,<namespace>::changeRatio,143,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/phraseboundaryview.h,<namespace>::localChangeProfile,151,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/phraseboundaryview.h,<namespace>::maxNormalizeInPlace,155,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/phraseboundaryview.h,<namespace>::pickPeaks,162,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/phraseboundaryview.h,<namespace>::phraseBoundaryTicks,175,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/regiontonecollector.h,<namespace>::staff,79,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/regiontonecollector.h,<namespace>::instrument,86,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/regiontonecollector.h,<namespace>::trackName,87,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/regiontonecollector.h,<namespace>::staff,95,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/regiontonecollector.h,<namespace>::buildTones,133,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/spellingview.h,<namespace>::lineOfFifths,86,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/spellingview.h,<namespace>::sharpFlatSense,91,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/engravingbridge/spellingview.h,<namespace>::spanSpelling,108,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/notemodel/note_model.h,<namespace>::build,117,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/notemodel/note_model.h,<namespace>::onsetLowerBound,120,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/notemodel/note_model.h,<namespace>::overlapIndices,124,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/notemodel/note_model.h,<namespace>::build,177,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/notemodel/note_model.h,<namespace>::build,184,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/notemodel/note_model.h,<namespace>::extend,194,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/notemodel/note_model.h,<namespace>::overlapping,215,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/notemodel/note_model.h,<namespace>::onsetIn,219,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/notemodel/note_model.h,<namespace>::rebuildForLoadedSpan,226,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/scoreharvest/metricweights.h,<namespace>::regionMetricWeightForBeatType,83,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/scoreharvest/metricweights.h,<namespace>::beatTypeForOnsetTick,91,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/scoreharvest/metricweights.h,<namespace>::regionMetricWeightForOnsetTick,97,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/scoreharvest/metricweights.h,<namespace>::timeDecay,104,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/scoreharvest/metricweights.h,<namespace>::distinctPitchClasses,107,CODE,SURVIVES,declaration — verdict mirrors its definition row
decl,src/composing/analysis/slicing/slicer.h,<namespace>::changePointSlices,105,CODE,SURVIVES,declaration — verdict mirrors its definition row
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectVoiceLines:74,74,CODE,SURVIVES,control-flow branch within collectVoiceLines(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectVoiceLines:78,78,CODE,SURVIVES,control-flow branch within collectVoiceLines(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:106,106,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:113,113,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:123,123,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:134,134,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:141,141,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:146,146,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:151,151,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,else-if@collectMarkerTicks:153,153,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:164,164,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:168,168,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:178,178,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,switch@collectMarkerTicks:182,182,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,case@collectMarkerTicks:183,183,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,case@collectMarkerTicks:184,184,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,case@collectMarkerTicks:185,185,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,case@collectMarkerTicks:186,186,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,case@collectMarkerTicks:187,187,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,case@collectMarkerTicks:188,188,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,case@collectMarkerTicks:189,189,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:200,200,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:205,205,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@collectMarkerTicks:210,210,CODE,SURVIVES,control-flow branch within collectMarkerTicks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@changeRatio:225,225,CODE,SURVIVES,control-flow branch within changeRatio(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,ternary@localChangeProfile:236,236,CODE,SURVIVES,control-flow branch within localChangeProfile(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,ternary@localChangeProfile:237,237,CODE,SURVIVES,control-flow branch within localChangeProfile(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@maxNormalizeInPlace:249,249,CODE,SURVIVES,control-flow branch within maxNormalizeInPlace(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@pickPeaks:261,261,CODE,SURVIVES,control-flow branch within pickPeaks(); disposition inherits the function; edge-behavior audited at file level
