file,loc,kind,name,population,verdict_class,verdict,in_param_manifest,flagged,rationale
src/composing/analysis/chord/chordanalyzer.cpp,1463,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[analyzeChord] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1463,literal,8,SURVIVES-oracle,constant,ESTABLISHED,na,no,[analyzeChord] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1464,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1467,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[analyzeChord] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1468,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[analyzeChord] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.cpp,1482,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1499,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1503,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1563,literal,1.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1564,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1566,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1567,literal,1.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.cpp,1568,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[analyzeChord] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,63,literal,17,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,67,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,81,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,81,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,82,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,82,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,82,literal,11,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,83,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,83,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,83,literal,10,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,84,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,84,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,84,literal,10,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,85,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,85,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,86,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,86,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,86,literal,10,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,87,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,87,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,88,literal,5,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,88,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,88,literal,10,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,89,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,89,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,89,literal,10,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,90,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,90,literal,8,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,91,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,91,literal,8,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,91,literal,10,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,92,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,92,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,93,literal,5,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,93,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,93,literal,10,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,94,literal,5,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,94,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,94,literal,11,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,95,literal,5,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,95,literal,8,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,95,literal,10,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,96,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,96,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,97,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,155,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[mergeChordAnalysisTones] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,155,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[mergeChordAnalysisTones] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,205,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[isDiatonicStep] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,206,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,[isDiatonicStep] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,216,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,217,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,218,literal,4,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,219,literal,5,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,220,literal,6,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,221,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,222,literal,8,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,223,literal,9,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,224,literal,10,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,225,literal,11,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,226,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,227,literal,13,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,228,literal,14,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,229,literal,15,SURVIVES-oracle,constant,ESTABLISHED,na,no,[<file-scope>] structural pitch-class/interval/TPC-delta or bitmask constant (music theory); not a tunable.
src/composing/analysis/chord/chordanalyzer.h,261,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,358,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,359,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,361,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,362,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,363,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,364,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,367,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,379,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,381,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,387,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,388,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,389,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,390,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,391,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,392,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,394,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,404,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,413,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,486,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[advanceTemporalContext] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,499,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[advanceTemporalContext] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,516,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[advanceTemporalContext] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,527,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,528,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,529,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,535,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,555,literal,3,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[advanceTemporalContext] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,565,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[advanceTemporalContext] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,568,literal,0.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[advanceTemporalContext] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,569,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[advanceTemporalContext] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,571,literal,1.0,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[advanceTemporalContext] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,602,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[computeRawFanoutSummary] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,603,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[computeRawFanoutSummary] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,607,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[computeRawFanoutSummary] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,618,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,619,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,624,literal,7,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,663,literal,2,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,698,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,700,literal,12,SURVIVES-oracle,constant,ESTABLISHED,na,no,"[<file-scope>] structural literal (bound, index, threshold-with-documented-rationale); not a scoring tunable."
src/composing/analysis/chord/chordanalyzer.h,261,field,ChordIdentity.score,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,262,field,ChordIdentity.rootPc,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,263,field,ChordIdentity.rootTpc,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,264,field,ChordIdentity.bassPc,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,265,field,ChordIdentity.bassTpc,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,269,field,ChordIdentity.naturalFifthPresent,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,270,field,ChordIdentity.quality,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,271,field,ChordIdentity.tiePriority,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,273,field,ChordIdentity.extensions,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,280,field,ChordIdentity.isPedalPoint,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,281,field,ChordIdentity.pedalBassPc,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the pitch-content identity the oracle publishes upward (root/quality/bass/extensions/score); consumed by the region path + decoder + formatter; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,288,field,ChordFunction.degree,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,tonal-function fields (degree/diatonic/keyTonic/keyMode/nextRootPc); published; consumed by the formatter + L5; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,289,field,ChordFunction.diatonicToKey,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,tonal-function fields (degree/diatonic/keyTonic/keyMode/nextRootPc); published; consumed by the formatter + L5; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,293,field,ChordFunction.keyTonicPc,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,tonal-function fields (degree/diatonic/keyTonic/keyMode/nextRootPc); published; consumed by the formatter + L5; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,294,field,ChordFunction.keyMode,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,tonal-function fields (degree/diatonic/keyTonic/keyMode/nextRootPc); published; consumed by the formatter + L5; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,300,field,ChordFunction.nextRootPc,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,tonal-function fields (degree/diatonic/keyTonic/keyMode/nextRootPc); published; consumed by the formatter + L5; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,308,field,ChordAnalysisResult.identity,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the analysis result DTO (identity+function); the oracle's output contract; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,309,field,ChordAnalysisResult.function,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,the analysis result DTO (identity+function); the oracle's output contract; SURVIVES.
src/composing/analysis/chord/chordanalyzer.h,317,field,RawCandidate.score,SURVIVES-oracle,derived-fact,PUBLISHED,na,no,per-cell raw scoring output; consumed by the gates (RETIRING R1) + fan-out summary + decoder; retirement-coupled for the gate fields.
