kind,file,line,ident,context,population,verdict,fire_route,in_param_manifest,notes
branch,src/composing/analysis/chord/chordslicedecoder.cpp,117,if@sameCollectionOverFocal,if (inA) { ++aCov; },L4-DECODER,SURVIVES,n/a,,Guard/branch in sameCollectionOverFocal. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,118,if@sameCollectionOverFocal,if (inB) { ++bCov; },L4-DECODER,SURVIVES,n/a,,Guard/branch in sameCollectionOverFocal. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,150,if@eligibleNotesInSpan,if (!(ne->plays && ne->visible && ne->staffEligible && !ne->isGrace,L4-DECODER,SURVIVES,n/a,,Guard/branch in eligibleNotesInSpan. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,174,if@distinctPcCount,if (!seen[pc]) { seen[pc] = true; ++n; },L4-DECODER,SURVIVES,n/a,,Guard/branch in distinctPcCount. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,216,if@adaptiveWindow,if (clampedLoOut) { *clampedLoOut = (t - c < 0); },L4-DECODER,SURVIVES,n/a,,Guard/branch in adaptiveWindow. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,217,if@adaptiveWindow,if (clampedHiOut) { *clampedHiOut = (t + c > n - 1); },L4-DECODER,SURVIVES,n/a,,Guard/branch in adaptiveWindow. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,226,if@isChordToneOfAny,"if (c && function::bassIsTemplateChordTone(c->rootPc, c->tiePriority, pc)) {",L4-DECODER,SURVIVES,n/a,,Guard/branch in isChordToneOfAny. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,282,if@stepwiseSignals,if (w.voice != note.voice || (&w == &note)) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in stepwiseSignals. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,285,if@stepwiseSignals,if (w.onset == note.onset && w.pitch == note.pitch && w.release == note.release) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in stepwiseSignals. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,288,if@stepwiseSignals,if (w.release >= note.onset - tol && w.release <= note.onset + tol) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in stepwiseSignals. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,289,if@stepwiseSignals,if (!pred || w.release > pred->release) { pred = &w; }   // immediate melodic predecessor,L4-DECODER,SURVIVES,n/a,,Guard/branch in stepwiseSignals. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,291,if@stepwiseSignals,if (w.onset >= note.release - tol && w.onset <= note.release + tol) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in stepwiseSignals. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,292,if@stepwiseSignals,if (!succ || w.onset < succ->onset) { succ = &w; }       // immediate melodic successor,L4-DECODER,SURVIVES,n/a,,Guard/branch in stepwiseSignals. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,352,if@classifyTone,if (s.suspension || (s.stepIn && s.stepOut)) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyTone. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,358,if@classifyTone,if (s.stepIn || s.stepOut) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyTone. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,361,ternary@classifyTone,o.chordTone = s.stepOut ? false,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyTone. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,367,if@classifyTone,if (s.leapIn && s.leapOut) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyTone. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,387,if@allFocalAreTemplateTonesOf,"if (!function::bassIsTemplateChordTone(chord.rootPc, chord.tiePriority, f.pc())) {",L4-DECODER,SURVIVES,n/a,,Guard/branch in allFocalAreTemplateTonesOf. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,413,if@focalConsistentAsEmbellishmentsOf,"if (function::bassIsTemplateChordTone(prevailing.rootPc, prevailing.tiePriority, f.pc())) {",L4-DECODER,SURVIVES,n/a,,Guard/branch in focalConsistentAsEmbellishmentsOf. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,417,if@focalConsistentAsEmbellishmentsOf,if (o.chordTone) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in focalConsistentAsEmbellishmentsOf. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,456,if@candidatesForWindow,if (pcWeightOut) { *pcWeightOut = snapshot.pcWeight; },L4-DECODER,SURVIVES,n/a,,Guard/branch in candidatesForWindow. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,457,if@candidatesForWindow,if (tpcForPcOut) { *tpcForPcOut = snapshot.tpcForPc; },L4-DECODER,SURVIVES,n/a,,Guard/branch in candidatesForWindow. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,465,ternary@candidatesForWindow,? snapshot.tpcForPc[static_cast<std::size_t>(cell.rootPc)] : -1;,L4-DECODER,SURVIVES,n/a,,Guard/branch in candidatesForWindow. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,477,if@candidatesForWindow,if (r.identity.rootPc == cell.rootPc,L4-DECODER,SURVIVES,n/a,,Guard/branch in candidatesForWindow. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,504,if@completeChosenExtensions,if (!sc.hasChord || sc.chosen.rootPc < 0 || sc.chosen.extensionsKnown) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in completeChosenExtensions. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,530,if@populateForwardContract,if (sc.chosen.rootPc >= 0) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in populateForwardContract. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,533,if@populateForwardContract,if (!focal.empty()) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in populateForwardContract. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,570,if@symmetricRotationSet,if (chosen.rootPc < 0 || chosen.rootPc >= 12) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in symmetricRotationSet. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,580,if@symmetricRotationSet,if (!present[pc]) { return false; }   // a collection tone is not sounding → not this sonority,L4-DECODER,SURVIVES,n/a,,Guard/branch in symmetricRotationSet. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,588,if@symmetricRotationSet,if (chosen.quality == ChordQuality::Augmented) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in symmetricRotationSet. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,589,if@symmetricRotationSet,"if (rot(chosen.rootPc, 4, 3)) {",L4-DECODER,SURVIVES,n/a,,Guard/branch in symmetricRotationSet. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,592,else-if@symmetricRotationSet,} else if (chosen.quality == ChordQuality::Diminished) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in symmetricRotationSet. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,593,if@symmetricRotationSet,"if (rot(chosen.rootPc, 3, 4)) {   // a FULL dim7 (root+9 present), not a plain dim triad",L4-DECODER,SURVIVES,n/a,,Guard/branch in symmetricRotationSet. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,609,if@focalLineOfFifths,if (f.pc() != pc) { continue; },L4-DECODER,SURVIVES,n/a,,Guard/branch in focalLineOfFifths. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,611,if@focalLineOfFifths,if (l == engravingbridge::kNoLineOfFifths) { continue; },L4-DECODER,SURVIVES,n/a,,Guard/branch in focalLineOfFifths. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,612,if@focalLineOfFifths,if (lof == engravingbridge::kNoLineOfFifths) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in focalLineOfFifths. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,614,else-if@focalLineOfFifths,} else if (lof != l) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in focalLineOfFifths. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,629,if@spellingRootOf,if (!sym.valid) { return -1; },L4-DECODER,SURVIVES,n/a,,Guard/branch in spellingRootOf. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,633,if@spellingRootOf,if (lof == engravingbridge::kNoLineOfFifths || lof == kContradictedLof) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in spellingRootOf. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,641,if@spellingRootOf,if (lofPc[i].first - lofPc[i - 1].first != sym.stepFifths) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in spellingRootOf. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,646,ternary@spellingRootOf,return sym.dimSeventh ? lofPc.back().second : lofPc.front().second;,L4-DECODER,SURVIVES,n/a,,Guard/branch in spellingRootOf. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,659,if@bestRotationCandidate,if (c.rootPc == root && c.quality == chosen.quality) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in bestRotationCandidate. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,660,if@bestRotationCandidate,if (c.bassPc == chosen.bassPc) { exact = &c; break; },L4-DECODER,SURVIVES,n/a,,Guard/branch in bestRotationCandidate. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,661,if@bestRotationCandidate,if (!symbol) { symbol = &c; },L4-DECODER,SURVIVES,n/a,,Guard/branch in bestRotationCandidate. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,664,ternary@bestRotationCandidate,return exact ? exact : symbol;,L4-DECODER,SURVIVES,n/a,,Guard/branch in bestRotationCandidate. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,674,if@spellingPinnedRoot,if (!decoderPrefs.enableSpellingPin) {,L4-DECODER,SURVIVES,n/a,,spellingPinnedRoot enableSpellingPin gate. Default ON; the OFF-arm is TEST-only (SpellingPin_DisabledIsNoOp).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,689,if@decideSlice,if (candidates.empty()) {,L4-DECODER,SURVIVES,n/a,,decideSlice empty-candidates guard -> abstain+uncertain. FIRES on empty/unscorable slices (166 empty focal on corpus; some fill from the window).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,713,ternary@symmetricRotationSet,"? symmetricRotationSet(sc.chosen, focal) : SymRotationSet{};",L4-DECODER,SURVIVES,n/a,,Guard/branch in symmetricRotationSet. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,715,if@decideSlice,if (sym.valid) {,L4-DECODER,SURVIVES,n/a,,decideSlice sym.valid gate -> the spelling-pin. Population = symmetric sonorities (rare on Baroque); TEST-confirmed for aug + dim7.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,717,if@decideSlice,if (spelledRoot >= 0) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,719,if@decideSlice,if (spelledRoot != sc.chosen.rootPc) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,721,if@decideSlice,if (repl) { sc.chosen = *repl; },L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,737,if@decideSlice,"if (sameChordSymbol(c, sc.chosen) || isResolvedSibling(c)) {",L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,742,ternary@decideSlice,sc.confidence = (bestOther == NEG_INF) ? kNoCompetitorConfidence,L4-DECODER,SURVIVES,n/a,,The no-competitor sentinel ternary (bestOther==NEG_INF). NEVER fires on the corpus (0/29080) — defensive/degenerate; test-covered (Decide_SingleChordNoCompetitorIsConfident).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,752,if@decideSlice,"if (sameChordVoicing(c, sc.chosen) || isResolvedSibling(c)) {",L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,757,if@decideSlice,if (dup) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,760,if@decideSlice,if (decoderPrefs.topK > 0 && static_cast<int>(sc.alternatives.size()) >= decoderPrefs.topK) {,L4-DECODER,SURVIVES,n/a,,topK cap break. ALWAYS binds on the corpus (100% of slices carry >6 distinct cube chords).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,769,if@decideSlice,"if (prevailing.has_value() && !sameChordSymbol(*prevailing, sc.chosen)) {",L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,773,if@decideSlice,if (!alreadyCarried) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,778,if@decideSlice,"if (sameChordVoicing(c, *prevailing)) { exact = &c; break; }",L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,779,if@decideSlice,"if (!symbol && sameChordSymbol(c, *prevailing)) { symbol = &c; }",L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,781,if@decideSlice,if (exact) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,783,else-if@decideSlice,} else if (symbol) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in decideSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,803,ternary@classifyMembership,const ChordSliceCandidate* prevC = prevChord.has_value() ? &*prevChord : nullptr;,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyMembership. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,804,ternary@classifyMembership,const ChordSliceCandidate* nextC = nextChord.has_value() ? &*nextChord : nullptr;,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyMembership. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,819,if@classifyMembership,if (isTemplate) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyMembership. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,828,if@classifyMembership,if (o.tier1Embellishing) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyMembership. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,831,else-if@classifyMembership,} else if (o.chordTone) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyMembership. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,845,if@classifyMembership,if (!present[pc]) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyMembership. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,848,if@classifyMembership,if (anyChordTone[pc]) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in classifyMembership. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,864,if@templateTonePresenceCount,"if (!counted[pc] && function::bassIsTemplateChordTone(chord.rootPc, chord.tiePriority, pc)) {",L4-DECODER,SURVIVES,n/a,,Guard/branch in templateTonePresenceCount. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,885,ternary@computeConfidence,"? std::min(1.0, std::max(0.0, static_cast<double>(templateTonesPresent)",L4-DECODER,SURVIVES,n/a,,Guard/branch in computeConfidence. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,892,ternary@computeConfidence,"? std::min(1.0, std::max(0.0, static_cast<double>(focalChordTonePcs)",L4-DECODER,SURVIVES,n/a,,Guard/branch in computeConfidence. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,914,if@nameOpenQuestion,if (sc.decision != SliceDecision::Abstain) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,919,if@nameOpenQuestion,if (sc.chosen.rootPc < 0) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,931,if@nameOpenQuestion,"if (!sameChordSymbol(a, sc.chosen)) { other = &a; break; }",L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,933,if@nameOpenQuestion,if (other) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,938,if@nameOpenQuestion,if (!sufficient) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,943,ternary@nameOpenQuestion,q.ambiguity = wasTransition ? AmbiguityKind::TransitionVsContinuation,L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,950,if@nameOpenQuestion,if (!other) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,956,if@nameOpenQuestion,if (sc.chosen.rootPc == other->rootPc) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,960,ternary@nameOpenQuestion,? AmbiguityKind::ShareTone : AmbiguityKind::CloseReading;,L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,966,if@nameOpenQuestion,if (sc.chosen.quality == ChordQuality::Augmented && other->quality == ChordQuality::Augmented) {,L4-DECODER,SURVIVES,n/a,,nameOpenQuestion two-augmented-rotation -> AmbiguityKind::SymmetricRotation. NEVER fires on the corpus (0%) AND has no dedicated test — the dim7 path awaits the deferred G5 4-note type; augmented double-rotation abstains are absent from Baroque. FINDING (never-fires + test-gap).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,968,else-if@nameOpenQuestion,"} else if (sameCollectionOverFocal(sc.chosen, *other, focal)) {",L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,970,else-if@nameOpenQuestion,"} else if (relativePair(sc.chosen, *other)) {",L4-DECODER,SURVIVES,n/a,,Guard/branch in nameOpenQuestion. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,987,if@applyCommitDecision,if (!dp.enableCommitDecision) {,L4-DECODER,SURVIVES,n/a,,applyCommitDecision enableCommitDecision gate. Default ON; the OFF-arm (always-commit) is TEST-only (G1_DisabledReproducesAlwaysCommit).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,997,if@applyCommitDecision,if (!sc.hasChord) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in applyCommitDecision. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1012,if@applyCommitDecision,if (sufficient && marginOk) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in applyCommitDecision. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1038,if@applyCommitDecision,if (!sufficient && prevailing.has_value()) {,L4-DECODER,SURVIVES,n/a,,applyCommitDecision insufficient+prevailing -> the inherit attempt. The Inherit path (3.0%).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1040,if@applyCommitDecision,if (nextChord.has_value()) {,L4-DECODER,SURVIVES,n/a,,applyCommitDecision nextChord.has_value() -> the continuation-gated inherit (else the template-only base). Inherit fires on 3.0% of slices.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1044,ternary@applyCommitDecision,"prevChord.has_value() ? &*prevChord : nullptr, &*nextChord, dp);",L4-DECODER,SURVIVES,n/a,,Guard/branch in applyCommitDecision. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1048,if@applyCommitDecision,if (inherit) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in applyCommitDecision. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1128,if@finalizeSlice,if (dp.membershipPenaltyWeight != 0.0) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in finalizeSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1147,if@finalizeSlice,if (sc.hasChord) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in finalizeSlice. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1171,if@decodeWindowed,if (T == 0 || outFirst < 0 || outLast >= T || outFirst > outLast) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in decodeWindowed. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1180,if@decodeWindowed,if (!dp.enableMembership) {,L4-DECODER,SURVIVES,n/a,,decodeWindowed !enableMembership branch (pass-1-only). Default membership ON; this OFF-arm is TEST-only on the corpus route.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1195,if@decodeWindowed,if (sc.hasChord) { prevailing = sc.chosen; },L4-DECODER,SURVIVES,n/a,,Guard/branch in decodeWindowed. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1196,if@decodeWindowed,if (t >= outFirst) { out.push_back(std::move(sc)); },L4-DECODER,SURVIVES,n/a,,Guard/branch in decodeWindowed. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1211,if@decodeWindowed,if (t < p1lo || t > p1hi) { return std::nullopt; },L4-DECODER,SURVIVES,n/a,,Guard/branch in decodeWindowed. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1213,if@decodeWindowed,if (w.built && w.pass1.hasChord) { return w.pass1.chosen; },L4-DECODER,SURVIVES,n/a,,Guard/branch in decodeWindowed. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1223,ternary@decodeWindowed,dp.twoPass ? pass1ChosenAt(t - 1) : std::nullopt;,L4-DECODER,SURVIVES,n/a,,Guard/branch in decodeWindowed. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1225,ternary@decodeWindowed,dp.twoPass ? pass1ChosenAt(t + 1) : std::nullopt;,L4-DECODER,SURVIVES,n/a,,Guard/branch in decodeWindowed. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
