file,kind,line,ident,func,layer,verdict_class,verdict,in_param_manifest,reason
src/composing/analysis/types/analysistypes.h,literal,829,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,829,2.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,830,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,830,1.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,831,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,831,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,832,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,832,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,833,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,833,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,834,1.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,834,10.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,836,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,836,4.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,837,2.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,837,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,839,0.0,bounds,L3-MIXED,deferred,DEFERRED,no,"Layer-4 (chord) type default in the shared types leaf (ChordAnalyzerPreferences / ChordAnalysisTone / ChordTemporalContext / ParameterBound) — out of L3 scope, deferred to the L4 audit (split recorded)"
src/composing/analysis/types/analysistypes.h,literal,839,3.0,bounds,L3-MIXED,deferred,DEFERRED,no,"Layer-4 (chord) type default in the shared types leaf (ChordAnalyzerPreferences / ChordAnalysisTone / ChordTemporalContext / ParameterBound) — out of L3 scope, deferred to the L4 audit (split recorded)"
src/composing/analysis/types/analysistypes.h,literal,841,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,841,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,842,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,842,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,843,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,843,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,844,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,844,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,845,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,845,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,846,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,846,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,847,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,847,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,848,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,848,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,849,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,849,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,850,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,850,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,851,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,851,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,852,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,852,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,853,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,853,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,854,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,854,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,855,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,855,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,856,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,856,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,857,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,857,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,858,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,858,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,859,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,859,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,860,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,860,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,861,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,861,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,863,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,863,4.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,864,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,864,2.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,865,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,865,2.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,866,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,866,1.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,867,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,867,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,868,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,868,1.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,870,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,870,2.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,872,1.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,872,8.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,873,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,873,4.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,874,0.0,bounds,L3-MIXED,deferred,DEFERRED,no,"Layer-4 (chord) type default in the shared types leaf (ChordAnalyzerPreferences / ChordAnalysisTone / ChordTemporalContext / ParameterBound) — out of L3 scope, deferred to the L4 audit (split recorded)"
src/composing/analysis/types/analysistypes.h,literal,874,3.0,bounds,L3-MIXED,deferred,DEFERRED,no,"Layer-4 (chord) type default in the shared types leaf (ChordAnalyzerPreferences / ChordAnalysisTone / ChordTemporalContext / ParameterBound) — out of L3 scope, deferred to the L4 audit (split recorded)"
src/composing/analysis/types/analysistypes.h,literal,878,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,878,15.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,880,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,880,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,881,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,881,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,883,0.3,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,883,0.9,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,885,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,885,5.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,886,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,886,8.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,888,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,888,2.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,889,0.3,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,889,1.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,890,0.3,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,890,1.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,891,0.1,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,891,1.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,892,0.1,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,892,1.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,893,0.0,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
src/composing/analysis/types/analysistypes.h,literal,893,0.5,bounds,L3-MIXED,constant,UNFIT,no,L3 KeyModeAnalyzerPreferences emission default — empirical/hand-set ('[empirical]'); NOT in param_manifest (only kAnnotateKeyConfidenceThreshold is); Stage-5 fit target per code
