kind,ident,line,func,verdict,subclass,manifest_present,flag,finding_slug,note,context
branch,ternary,2501,runKeyModeDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runKeyModeDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""uncertain\"": "" << (sk.uncertain ? ""true"" : ""false"");"
branch,if,2502,runKeyModeDecode,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runKeyModeDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!sk.alternatives.empty()) {
literal,6,2506,runKeyModeDecode,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< ""\"", \""confidence\"": "" << fmtDouble(sk.alternatives[0].score, 6) << "" }"";"
branch,ternary,2521,runKeyModeDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runKeyModeDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (a ? "", "" : """") << ""{ \""key\"": \"""" << jsonEscape(altKey)"
literal,6,2522,runKeyModeDecode,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< ""\"", \""confidence\"": "" << fmtDouble(alt.score, 6) << "" }"";"
branch,ternary,2527,runKeyModeDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runKeyModeDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (decoded.empty() ? ""]\n"" : ""\n  ]\n"");"
function,runReachBackAB,2544,runReachBackAB,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[2544-2628]
literal,0.25,2555,runReachBackAB,ESTABLISHED,formatting-or-structural,no,yes,onset-boundary-threshold-hardcoded,"onsetBoundaryThreshold is hard-coded to 0.25, duplicating the IComposingAnalysisConfiguration default the user-facing bridge reads; a documented latent divergence (roadmap 0.6) — the two coincide today but nothing mechanically keeps them equal, so a config-default change would make batch stop measuring the user pipeline.",o.onsetBoundaryThreshold = 0.25;
literal,24,2565,runReachBackAB,ESTABLISHED,diagnostic-threshold,n/a,,,range-set cap (24) bounding the --reachback-ab diagnostic (default off; HELD).,for (const Measure* m = score->firstMeasure(); m && ranges.size() < 24;
branch,if,2567,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (mIdx == 0) { continue; }
branch,if,2570,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","if (b > a) { ranges.emplace_back(a, b); }"
branch,if,2575,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (x.size() != y.size()) { return false; }
branch,if,2577,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (x[i].startTick != y[i].startTick || x[i].endTick != y[i].endTick) { return false; }
branch,if,2578,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (x[i].keyModeResult.tonicPc != y[i].keyModeResult.tonicPc) { return false; }
branch,if,2579,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (x[i].keyModeResult.isMajor() != y[i].keyModeResult.isMajor()) { return false; }
branch,if,2580,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (x[i].chordResult.identity.rootPc != y[i].chordResult.identity.rootPc) { return false; }
branch,if,2581,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (x[i].chordResult.identity.quality != y[i].chordResult.identity.quality) { return false; }
literal,0.0,2589,runReachBackAB,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,"double offMsTotal = 0.0, onMsTotal = 0.0;"
literal,0.0,2589,runReachBackAB,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,"double offMsTotal = 0.0, onMsTotal = 0.0;"
literal,8,2596,runReachBackAB,ESTABLISHED,diagnostic-threshold,n/a,,,reach-back hard step bound (8) on the --reachback-ab diagnostic (default off; HELD).,on.reachBack.maxReachSteps = 8;             // hard bound
literal,0.0,2598,runReachBackAB,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,"on.reachBack.minOpeningConfidence = 0.0;    // the primary ""uncertain"" trigger only"
branch,if,2611,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (diff) { ++changed; }
branch,if,2612,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!offR.empty() && !onR.empty()
branch,if,2616,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","if (r) { os << "",""; }"
branch,ternary,2618,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""changed\"": "" << (diff ? ""true"" : ""false"")"
branch,ternary,2621,runReachBackAB,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runReachBackAB; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (ranges.empty() ? ""]"" : ""\n  ]"") << "",\n"";"
function,runChordDecode,2646,runChordDecode,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[2646-2772]
branch,if,2662,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (sc.hasChord) { ++namedCount; }
branch,if,2663,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (sc.uncertain) { ++uncertainCount; }
branch,ternary,2696,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",const int measureNumber = mi.measure ? mi.number : 0;
branch,ternary,2698,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",? 1.0 + static_cast<double>(s - mi.measure->tick().ticks()) / Constants::DIVISION
literal,1.0,2698,runChordDecode,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,? 1.0 + static_cast<double>(s - mi.measure->tick().ticks()) / Constants::DIVISION
literal,1.0,2699,runChordDecode,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,: 1.0;
literal,12,2710,runChordDecode,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.",const int pc = ((t.pitch % 12) + 12) % 12;
literal,12,2710,runChordDecode,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.",const int pc = ((t.pitch % 12) + 12) % 12;
literal,12,2710,runChordDecode,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.",const int pc = ((t.pitch % 12) + 12) % 12;
branch,ternary,2715,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",const int rootPc = sc.hasChord ? sc.chosen.rootPc : -1;
branch,ternary,2716,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",const int bassPc = sc.hasChord ? sc.chosen.bassPc : -1;
branch,ternary,2718,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","const char* quality = sc.hasChord ? qualityToString(sc.chosen.quality) : ""Unknown"";"
branch,ternary,2719,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",const std::string chordSym = sc.hasChord ? symbolFor(sc.chosen) : std::string();
branch,ternary,2721,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (i ? "",\n    "" : ""\n    "");"
literal,4,2723,runChordDecode,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""beat\"": "" << fmtDouble(beat, 4)"
literal,4,2726,runChordDecode,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""duration\"": "" << fmtDouble(duration, 4)"
branch,ternary,2729,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""bassIsRoot\"": "" << (bassIsRoot ? ""true"" : ""false"")"
branch,ternary,2735,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""chordScore\"": "" << fmtDouble(sc.hasChord ? sc.chosen.score : 0.0, 5)"
literal,0.0,2735,runChordDecode,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,"<< "", \""chordScore\"": "" << fmtDouble(sc.hasChord ? sc.chosen.score : 0.0, 5)"
literal,5,2735,runChordDecode,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""chordScore\"": "" << fmtDouble(sc.hasChord ? sc.chosen.score : 0.0, 5)"
literal,5,2736,runChordDecode,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""chordScoreMargin\"": "" << fmtDouble(sc.confidence, 5)"
literal,5,2737,runChordDecode,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""confidence\"": "" << fmtDouble(sc.confidence, 5)"
branch,ternary,2738,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""uncertain\"": "" << (sc.uncertain ? ""true"" : ""false"")"
branch,ternary,2739,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""hasChord\"": "" << (sc.hasChord ? ""true"" : ""false"")"
branch,ternary,2744,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","{ bool f = true; for (int pc : soundingPcs) { os << (f ? """" : "", "") << pc; f = false; } }"
branch,ternary,2750,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","{ bool f = true; for (int pc : sc.chordTonePcs) { os << (f ? """" : "", "") << pc; f = false; } }"
branch,ternary,2752,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","{ bool f = true; for (int pc : sc.nonChordTonePcs) { os << (f ? """" : "", "") << pc; f = false; } }"
branch,ternary,2758,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (a ? "", "" : """")"
branch,ternary,2762,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""bassIsRoot\"": "" << (alt.bassIsRoot() ? ""true"" : ""false"")"
literal,5,2764,runChordDecode,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""score\"": "" << fmtDouble(alt.score, 5) << "" }"";"
branch,ternary,2769,runChordDecode,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runChordDecode; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (decoded.empty() ? ""]\n"" : ""\n  ]\n"");"
function,runVlDump,2785,runVlDump,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[2785-2894]
branch,switch,2800,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (t) {
branch,case,2801,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::MotionType::Parallel: return ""parallel"";"
branch,case,2802,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::MotionType::Similar:  return ""similar"";"
branch,case,2803,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::MotionType::Contrary: return ""contrary"";"
branch,case,2804,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::MotionType::Oblique:  return ""oblique"";"
branch,switch,2809,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (c) {
branch,case,2810,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::TextureClass::Contrapuntal:        return ""Contrapuntal"";"
branch,case,2811,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::TextureClass::HomophonicClassical: return ""HomophonicClassical"";"
branch,case,2812,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::TextureClass::HomophonicPianistic: return ""HomophonicPianistic"";"
branch,case,2813,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::TextureClass::ModerateMixed:       return ""ModerateMixed"";"
branch,switch,2818,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (r) {
branch,case,2819,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::AbstentionReason::None:          return ""none"";"
branch,case,2820,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::AbstentionReason::NoPair:        return ""no-pair"";"
branch,case,2821,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::AbstentionReason::TooFewSamples: return ""too-few-samples"";"
branch,case,2822,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::AbstentionReason::LowMargin:     return ""low-margin"";"
branch,case,2823,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case vl::AbstentionReason::LowFit:        return ""low-fit"";"
branch,ternary,2840,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (i == 0 ? ""\n"" : "",\n"");"
branch,ternary,2843,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (k == 0 ? """" : "", "") << ""["" << rl.onsets[k].first << "", "" << rl.onsets[k].second << ""]"";"
branch,ternary,2847,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (reduced.empty() ? ""],\n"" : ""\n  ],\n"");"
literal,12,2849,runVlDump,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.",os.precision(12);
branch,ternary,2855,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""defined\"": "" << (motion.defined ? ""true"" : ""false"") << "" },\n"";"
branch,ternary,2859,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (k == 0 ? """" : "", "") << interval.hist[k];"
branch,ternary,2863,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""defined\"": "" << (interval.defined ? ""true"" : ""false"") << "" },\n"";"
branch,ternary,2868,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (i == 0 ? ""\n"" : "",\n"");"
branch,ternary,2875,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (motionEvents.empty() ? ""],\n"" : ""\n  ],\n"");"
branch,ternary,2879,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""abstained\"": "" << (span.abstained ? ""true"" : ""false"")"
branch,ternary,2882,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""clippedBySelectionEdge\"": "" << (span.clippedBySelectionEdge ? ""true"" : ""false"")"
branch,ternary,2883,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""cueDenied\"": "" << (span.cueDenied ? ""true"" : ""false"")"
branch,ternary,2887,runVlDump,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runVlDump; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (i == 0 ? """" : "", "") << ""{ \""cls\"": \"""" << classNameOf(cf.cls)"
function,fsCadenceTypeName,2946,fsCadenceTypeName,SURVIVES,plumbing,,,,"Harness plumbing / formatting helper (JSON escaping, name mappers, module init, score load, staff eligibility, measure location); no inference decision.",[2946-2959]
branch,switch,2948,fsCadenceTypeName,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in fsCadenceTypeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (t) {
branch,case,2949,fsCadenceTypeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsCadenceTypeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::FunctionalCadenceType::None:               return ""None"";"
branch,case,2950,fsCadenceTypeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsCadenceTypeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::FunctionalCadenceType::PerfectAuthentic:   return ""PerfectAuthentic"";"
branch,case,2951,fsCadenceTypeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsCadenceTypeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::FunctionalCadenceType::ImperfectAuthentic: return ""ImperfectAuthentic"";"
branch,case,2952,fsCadenceTypeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsCadenceTypeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::FunctionalCadenceType::Half:               return ""Half"";"
branch,case,2953,fsCadenceTypeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsCadenceTypeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::FunctionalCadenceType::PhrygianHalf:       return ""PhrygianHalf"";"
branch,case,2954,fsCadenceTypeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsCadenceTypeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::FunctionalCadenceType::Deceptive:          return ""Deceptive"";"
branch,case,2955,fsCadenceTypeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsCadenceTypeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::FunctionalCadenceType::Plagal:             return ""Plagal"";"
branch,case,2956,fsCadenceTypeName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsCadenceTypeName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::FunctionalCadenceType::Evaded:             return ""Evaded"";"
function,fsResolutionBasisName,2961,fsResolutionBasisName,SURVIVES,plumbing,,,,"Harness plumbing / formatting helper (JSON escaping, name mappers, module init, score load, staff eligibility, measure location); no inference decision.",[2961-2972]
branch,switch,2963,fsResolutionBasisName,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in fsResolutionBasisName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (b) {
branch,case,2964,fsResolutionBasisName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsResolutionBasisName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::ResolutionBasis::None:             return ""None"";"
branch,case,2965,fsResolutionBasisName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsResolutionBasisName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::ResolutionBasis::Progression:      return ""Progression"";"
branch,case,2966,fsResolutionBasisName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsResolutionBasisName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::ResolutionBasis::CadenceVote:      return ""CadenceVote"";"
branch,case,2967,fsResolutionBasisName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsResolutionBasisName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::ResolutionBasis::NeighbourHarmony: return ""NeighbourHarmony"";"
branch,case,2968,fsResolutionBasisName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsResolutionBasisName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::ResolutionBasis::BassDegreePrior:  return ""BassDegreePrior"";"
branch,case,2969,fsResolutionBasisName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsResolutionBasisName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::ResolutionBasis::FineGrainOverride:return ""FineGrainOverride"";"
function,fsSliceDecisionName,2974,fsSliceDecisionName,SURVIVES,plumbing,,,,"Harness plumbing / formatting helper (JSON escaping, name mappers, module init, score load, staff eligibility, measure location); no inference decision.",[2974-2982]
branch,switch,2976,fsSliceDecisionName,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in fsSliceDecisionName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (d) {
branch,case,2977,fsSliceDecisionName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsSliceDecisionName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::chordslice::SliceDecision::Commit:  return ""Commit"";"
branch,case,2978,fsSliceDecisionName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsSliceDecisionName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::chordslice::SliceDecision::Inherit: return ""Inherit"";"
branch,case,2979,fsSliceDecisionName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsSliceDecisionName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::chordslice::SliceDecision::Abstain: return ""Abstain"";"
function,fsOpenQuestionName,2984,fsOpenQuestionName,SURVIVES,plumbing,,,,"Harness plumbing / formatting helper (JSON escaping, name mappers, module init, score load, staff eligibility, measure location); no inference decision.",[2984-2993]
branch,switch,2986,fsOpenQuestionName,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in fsOpenQuestionName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (q) {
branch,case,2987,fsOpenQuestionName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsOpenQuestionName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::chordslice::OpenQuestion::None:           return ""None"";"
branch,case,2988,fsOpenQuestionName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsOpenQuestionName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::chordslice::OpenQuestion::Root:           return ""Root"";"
branch,case,2989,fsOpenQuestionName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsOpenQuestionName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::chordslice::OpenQuestion::Quality:        return ""Quality"";"
branch,case,2990,fsOpenQuestionName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsOpenQuestionName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case analysis::chordslice::OpenQuestion::NoteMembership: return ""NoteMembership"";"
function,fsAmbiguityKindName,2995,fsAmbiguityKindName,SURVIVES,plumbing,,,,"Harness plumbing / formatting helper (JSON escaping, name mappers, module init, score load, staff eligibility, measure location); no inference decision.",[2995-3008]
branch,switch,2998,fsAmbiguityKindName,SURVIVES,serialization-guard,,,,"Serialization / guard switch branch in fsAmbiguityKindName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",switch (k) {
branch,case,2999,fsAmbiguityKindName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsAmbiguityKindName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case AK::None:                     return ""None"";"
branch,case,3000,fsAmbiguityKindName,SURVIVES,serialization-guard,,,,"Serialization / guard case branch in fsAmbiguityKindName; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","case AK::InsufficientEvidence:     return ""InsufficientEvidence"";"
