file,dimension,locator,line,verdict,rubric_class,reason,flagged,finding
src/composing/analysis/function/functionrelationallabel.cpp,crosslayer,composing/analysis/function/functionrelationallabel.h@23,23,SURVIVES,crosslayer,"sibling L5 function/ include (the §6 single-owner reuse, not duplication).",no,
src/composing/analysis/function/functionrelationallabel.cpp,crosslayer,composing/analysis/function/tonicizationlabeler.h@27,27,SURVIVES,crosslayer,"sibling L5 function/ include (the §6 single-owner reuse, not duplication).",no,
src/composing/analysis/function/functionrelationallabel.cpp,crosslayer,composing/analysis/region/sparsechordrefinement.h@28,28,SURVIVES,crosslayer,forward/lateral include of the region substrate (L5 consumes L1-L4 + vocabulary/spelling); consistent with the §2 forward-only constraint.,no,
src/composing/analysis/function/functionrelationallabel.cpp,function,augSixthSpellingSign@72,72,SURVIVES,code,L5-DORMANT function in the §5.6 relational-label classifier + unified applied emitter; no production consumer (only functionrelationallabel_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionrelationallabel.cpp,function,baseNumeral@59,59,SURVIVES,code,L5-DORMANT function in the §5.6 relational-label classifier + unified applied emitter; no production consumer (only functionrelationallabel_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionrelationallabel.cpp,function,classifyRelationalLabel@319,319,SURVIVES,code,L5-DORMANT function in the §5.6 relational-label classifier + unified applied emitter; no production consumer (only functionrelationallabel_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionrelationallabel.cpp,function,emitAppliedLabel@215,215,SURVIVES,code,L5-DORMANT function in the §5.6 relational-label classifier + unified applied emitter; no production consumer (only functionrelationallabel_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionrelationallabel.cpp,function,makeResult@44,44,SURVIVES,code,L5-DORMANT function in the §5.6 relational-label classifier + unified applied emitter; no production consumer (only functionrelationallabel_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionrelationallabel.cpp,function,triadFamily@167,167,SURVIVES,code,L5-DORMANT function in the §5.6 relational-label classifier + unified applied emitter; no production consumer (only functionrelationallabel_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionrelationallabel.cpp,function,tryAugmentedSixth@111,111,SURVIVES,code,L5-DORMANT function in the §5.6 relational-label classifier + unified applied emitter; no production consumer (only functionrelationallabel_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionrelationallabel.cpp,function,tryModalMixture@185,185,SURVIVES,code,L5-DORMANT function in the §5.6 relational-label classifier + unified applied emitter; no production consumer (only functionrelationallabel_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionrelationallabel.cpp,function,tryNeapolitan@138,138,SURVIVES,code,L5-DORMANT function in the §5.6 relational-label classifier + unified applied emitter; no production consumer (only functionrelationallabel_tests + the batch_analyze diagnostic); byte-identical on production.,no,
src/composing/analysis/function/functionrelationallabel.cpp,literal,[10]@81,81,ESTABLISHED,constant,"Music-theory interval or structural integer (a mod-12 root-motion/scale-degree constant, the octave modulus 12, an array size 5/7, or a -1/0 sentinel/index) — established by theory or by construction, not tuned.",no,
src/composing/analysis/function/functionrelationallabel.cpp,literal,[10]@93,93,ESTABLISHED,constant,"Music-theory interval or structural integer (a mod-12 root-motion/scale-degree constant, the octave modulus 12, an array size 5/7, or a -1/0 sentinel/index) — established by theory or by construction, not tuned.",no,
src/composing/analysis/function/functionrelationallabel.cpp,literal,[11]@274,274,ESTABLISHED,constant,"Music-theory interval or structural integer (a mod-12 root-motion/scale-degree constant, the octave modulus 12, an array size 5/7, or a -1/0 sentinel/index) — established by theory or by construction, not tuned.",no,
src/composing/analysis/function/functionrelationallabel.cpp,literal,[2]@230,230,ESTABLISHED,constant,"Music-theory interval or structural integer (a mod-12 root-motion/scale-degree constant, the octave modulus 12, an array size 5/7, or a -1/0 sentinel/index) — established by theory or by construction, not tuned.",no,
src/composing/analysis/function/functionrelationallabel.cpp,literal,[2]@96,96,ESTABLISHED,constant,"Music-theory interval or structural integer (a mod-12 root-motion/scale-degree constant, the octave modulus 12, an array size 5/7, or a -1/0 sentinel/index) — established by theory or by construction, not tuned.",no,
src/composing/analysis/function/functionrelationallabel.cpp,literal,[7]@159,159,ESTABLISHED,constant,"Music-theory interval or structural integer (a mod-12 root-motion/scale-degree constant, the octave modulus 12, an array size 5/7, or a -1/0 sentinel/index) — established by theory or by construction, not tuned.",no,
src/composing/analysis/function/functionrelationallabel.cpp,literal,[7]@196,196,ESTABLISHED,constant,"Music-theory interval or structural integer (a mod-12 root-motion/scale-degree constant, the octave modulus 12, an array size 5/7, or a -1/0 sentinel/index) — established by theory or by construction, not tuned.",no,
src/composing/analysis/function/functionrelationallabel.cpp,literal,[7]@273,273,ESTABLISHED,constant,"Music-theory interval or structural integer (a mod-12 root-motion/scale-degree constant, the octave modulus 12, an array size 5/7, or a -1/0 sentinel/index) — established by theory or by construction, not tuned.",no,
src/composing/analysis/function/functionrelationallabel.cpp,literal,[7]@89,89,ESTABLISHED,constant,"Music-theory interval or structural integer (a mod-12 root-motion/scale-degree constant, the octave modulus 12, an array size 5/7, or a -1/0 sentinel/index) — established by theory or by construction, not tuned.",no,
src/composing/analysis/function/functionrelationallabel.cpp,literal,[8]@118,118,ESTABLISHED,constant,"Music-theory interval or structural integer (a mod-12 root-motion/scale-degree constant, the octave modulus 12, an array size 5/7, or a -1/0 sentinel/index) — established by theory or by construction, not tuned.",no,
src/composing/analysis/function/functionrelationallabel.h,crosslayer,composing/analysis/chord/chordanalyzer.h@95,95,SURVIVES,crosslayer,forward/lateral include of the chord substrate (L5 consumes L1-L4 + vocabulary/spelling); consistent with the §2 forward-only constraint.,no,
src/composing/analysis/function/functionrelationallabel.h,decl,classifyRelationalLabel@157,157,SURVIVES,code,L5-DORMANT type declaration on the dormant value/contract surface; no production use.,no,
src/composing/analysis/function/functionrelationallabel.h,decl,emitAppliedLabel@167,167,SURVIVES,code,L5-DORMANT type declaration on the dormant value/contract surface; no production use.,no,
src/composing/analysis/function/functionrelationallabel.h,field,identity@115,115,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,keyFifths@117,117,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,keyMode@118,118,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,keyTonicPc@119,119,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,label@141,141,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,nextRootPc@125,125,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,noteTpcs@131,131,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,pitchClassMask@135,135,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,role@140,140,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,spelledAsAugSixth@147,147,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,spellingConsulted@146,146,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,targetDegree@143,143,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionrelationallabel.h,field,targetPc@144,144,PUBLISHED,field,"Field on an L5-DORMANT value/contract struct; part of the dormant output surface (read by the module tests and, at engage, the L5->L6 consumer). No siloed/trapped datum found at the struct surface; a per-field consumer trace is an engage-step item.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@118,118,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@118,118,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@119,119,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@119,119,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@120,120,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@120,120,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@216,216,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@237,237,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@251,251,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@268,268,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@269,269,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@284,284,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,case@343,343,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@100,100,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@103,103,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@127,127,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@140,140,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@200,200,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@204,204,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@209,209,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@217,217,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@224,224,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@231,231,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@238,238,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@245,245,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@252,252,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@260,260,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@270,270,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@277,277,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@292,292,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@296,296,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@303,303,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@313,313,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@315,315,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@321,321,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@330,330,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@337,337,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@389,389,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@393,393,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@404,404,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@425,425,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@428,428,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@436,436,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@440,440,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@446,446,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@451,451,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@468,468,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@493,493,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@518,518,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@548,548,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@567,567,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@570,570,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@573,573,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@576,576,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@580,580,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@583,583,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@599,599,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@620,620,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@630,630,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@637,637,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@642,642,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@655,655,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@665,665,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@667,667,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@74,74,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@79,79,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,if@97,97,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,switch@117,117,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,switch@215,215,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@173,173,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@174,174,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@210,210,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@225,225,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@232,232,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@246,246,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@261,261,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@278,278,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@412,412,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@413,413,SURVIVES,branch,"THEORY (music-theory / design decision): a functional-harmony test whose premise is cited to the signed design §5.x (root-motion, cadence-form, precedence, or the firewall threshold direction). Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,branch,ternary@635,635,SURVIVES,branch,"FACT (defensive): a structural range/null/empty guard — a construction invariant, not a musical judgment. Dormant.",no,
src/composing/analysis/function/functionresolver.cpp,crosslayer,composing/analysis/region/sparsechordrefinement.h@27,27,SURVIVES,crosslayer,forward/lateral include of the region substrate (L5 consumes L1-L4 + vocabulary/spelling); consistent with the §2 forward-only constraint.,no,
src/composing/analysis/function/functionresolver.cpp,crosslayer,functionresolver.h@22,22,SURVIVES,crosslayer,external/std-library include; no layer coupling.,no,
src/composing/analysis/function/functionresolver.cpp,function,attemptFineGrainOverride@381,381,SURVIVES,code,L5-DORMANT function in the §5.5 resolver + §8 fine-grain override + bounded-context loop; no production consumer (only functionresolver_tests + the batch_analyze diagnostic); byte-identical on production.,no,
