id,category,file,line,unit_kind,tier,matched_signatures,date,ratified_by,evidence_pointer,dedup_group_size,status,conformance,decision_text
DH-13079,cc_reports,cc_stage5_phase1_report.md,96,bullet,high,ratified,,,tools/stage5_fit_driver.py;mapping.json,1,,,"- **Known-vector fixture (through the full driver, identity override, full coverage):** reproduces the ratified baselines EXACTLY — **Baroque 63.32 % / Jazz 62.37 % / Default 63.22 %** (root governs; RN 44.56/42.40/44.40 % match; key tracked), batch **53/24/53**. **Fitting-split baselines recorded beside** (defined by this task): Baroque **63.50 %** / Jazz **62.43 %** / Default **63.37 %**."
DH-13080,cc_reports,cc_stage5_phase1_report.md,99,heading,high,ratified;held/parked;pre-ratified,,,tools/stage5_split_registry.json,1,,,### The PROPOSED fitting/held-out split (ratification-gated — design §4.3 1a)
DH-13081,cc_reports,cc_stage5_phase1_report.md,101,paragraph,high,ratified;held/parked,,,tools/stage5_split_registry.json,1,,,"`tools/stage5_split_registry.json`. The 326 WiR-covered scores, **mode-stratified** (music21 `detectedKey`), deterministic ~80/20 (every 5th score within each mode stratum → held-out, so both strata carry members in BOTH splits — the §4.4a mode strata exist inside the fitting split), each score carrying a `split` field (OQ-C1 discipline):"
DH-13082,cc_reports,cc_stage5_phase1_report.md,103,table_row,broad,held/parked,,,tools/stage5_split_registry.json,1,,,| mode | fitting | held-out | total |
DH-13083,cc_reports,cc_stage5_phase1_report.md,109,paragraph,high,ratified;pre-ratified,,user,,1,,,= **80.1 % / 19.9 %.** **This split is ratification-gated: Cowork/user ratify before Phase 2 uses it.** The 1b screen ran on the full-corpus objective (the ratified 326 denominator) with the split-robustness caveat stated below.
DH-13084,cc_reports,cc_stage5_phase1_report.md,115,paragraph,high,ratified;STOP (#13),,,tools/reports/stage5_screen.jsonl,1,,,"**Method.** One-at-a-time perturbation of each reachable row through the driver on the
**Baroque carrier** (the idiom-#2 primary). Step policy (design §4.3 1b, stated per row in
`tools/reports/stage5_screen.jsonl`): values in [0,1] → ±0.05 absolute; values >1 → ±10 %;
ints → ±1; the one bool → flip; a non-negative double clamped to 0 in the down direction
is recorded (no eval). **Objective = full-corpus (326 WiR-covered) variant-(b) root-agree
duration**, per the design's ratified denominator; the fitting-split objective ranks
identically (sensitivity is split-robust — the dispatch's stated caveat), so the leverage
ranking is not split-dependent. The 17 frozen rows were perturbed **read-only** (the
P0-ratified rider, `perturb_frozen` flagged in the ledger). Baseline: root **63.3234 %**,
batch **53**. 59 reachable rows screened (117 eval rows); **eval cost ~45 s each**, total
~90 min — within the Phase-0 estimate (no cost STOP)."
DH-13085,cc_reports,cc_stage5_phase1_report.md,129,table_row,high,STOP (#13),,,,1,,,| Δroot | parameter | group/family | batch-stop interaction |
DH-13086,cc_reports,cc_stage5_phase1_report.md,142,paragraph,high,STOP (#13),,,,1,,,"The leverage clusters in **bass/root/inversion evidence** (G2/G3), the **template tone
weights** (G1 root/second-tone factors), **extension detection** (`extensionThreshold`),
and the **power-chord penalty**. `kPowerChord3PcPenalty` is the one high-leverage row with
**no** batch-stop interaction — the cleanest single fit lever."
DH-13087,cc_reports,cc_stage5_phase1_report.md,159,bullet,high,retired;do not (revert/…),,,,1,,,"- **The G7 §6-block gate margins are all Δ=0 at ±step** — the gates are NARROW corrections
  that do not move the root objective at small perturbations. This is direct evidence for the
  Phase-2 family-2 dissolution audit: the margins are inert at the objective's resolution, so
  the retire/retain question turns on the pinned-fixture replay, not on objective leverage."
DH-13088,cc_reports,cc_stage5_phase1_report.md,169,paragraph,high,STOP (#13),,,,1,,,"**Nearly every high-leverage row also perturbs the batch-stop set** (batch 53 → 47–71) and/or
adds new class-(b) batch cases. The objective (root-agree) and the batch-stop constraint are
**tightly coupled** on the continuous scoring family (G1/G2/G3/G6). Concretely: `tpcConsistencyBonusPerTone`
down drives batch 53→71 (+17 new class-(b)); `extensionThreshold` ±0.05 drives 53→58; `kRootToneFactor`
down drives 53→59. Per design §4.4, these rows **must be fitted jointly with the §6-block
dissolution track** — a continuous fit cannot be evaluated independently of its batch-stop
churn. (This is a screen finding; no candidate was adopted — the tripwire simply flags each
constraint-violating perturbation in the ledger.)"
DH-13089,cc_reports,cc_stage5_phase1_report.md,178,heading,high,do not (revert/…),,,,1,,,"### Frozen-row findings (the P0 rider — REPORT, do NOT unfreeze)"
DH-13090,cc_reports,cc_stage5_phase1_report.md,180,paragraph,high,ratified,,,,1,,,"Seven frozen rows show material leverage under read-only perturbation — exactly the ""a freeze
that hides real accuracy surfaces as a finding"" case the P0 rider was ratified to catch:"
DH-13091,cc_reports,cc_stage5_phase1_report.md,191,table_row,high,dead end,,,,1,,,"| 0.007 | `kDim7CharacteristicBonus` | ""rotation-selector; B3 dead end"" | small; the rotation role is unmeasured by root-agree alone |"
DH-13092,cc_reports,cc_stage5_phase1_report.md,193,paragraph,high,ratified,,,,1,,,"**Recommendation: keep all seven frozen** (the rider is a measurement, not an unfreeze
trigger), but surface `kOtherToneFactor` and `maxTotalInversionContextBonus` to the user at
Checkpoint P1 — their freeze rationales (""redundant baseline"" / ""inert cap"") are contradicted
by the measured leverage and may warrant a ratified re-classification before Phase 2."
DH-13093,cc_reports,cc_stage5_phase1_report.md,217,paragraph,high,STOP (#13),,,,1,,,"**One divergence worth recording:** `extensionThreshold` is markedly LESS leveraged on Default
(0.230) than Baroque (0.349), and `rootContinuityBonus` slightly MORE (0.187 vs 0.149). Both
carriers use the SAME extensionThreshold value (0.20), so this is not a value difference — it
is the two carriers' slightly different batch-stop sets and PC-decidable-root populations
responding differently to the same detection bar. The divergence is modest and does not change
the family-staging conclusions; it is recorded per constraint 4c (a carrier is a regression
surface, not an optimization target — D-4 evaluates the idiom-#2 vector on Default at adoption,
it does not re-fit)."
DH-13094,cc_reports,cc_stage5_phase1_report.md,226,heading,broad,deferred,,,,1,,,### Jazz spot-check (shared-scope constraint status only — NOT a fit; A-3 defers the Jazz fit)
DH-13095,cc_reports,cc_stage5_phase1_report.md,228,paragraph,high,STOP (#13),,,,1,,,"The top-10 shared movers re-run on the Jazz carrier (base root 62.3664 %, batch 24) for
**constraint status, not leverage**. The batch-stop coupling is **consistent with Baroque**:
the same rows churn the batch-stop (`tpcConsistencyBonusPerTone` 24→30 / +7 class-(b);
`kRootToneFactor` 24→22), and the two rows that stay clean on Baroque stay clean on Jazz —
`kPowerChord3PcPenalty` (batch 24, 0 new class-(b)) and `bassNoteRootBonus` (batch 24, 0 new).
**No shared-scope row is clean on Baroque but regresses Jazz** — there is no hidden preset
conflict among the high-leverage shared rows. (Jazz's per-row Δroot magnitudes are larger, but
that is leverage, not the spot-check's concern; the Jazz carrier receives no fit — A-3.)"
DH-13096,cc_reports,cc_stage5_phase1_report.md,239,heading,high,retired,,,run_bach_preset.py;a8_rebaseline_measure.py;characterise_bir_false.py,5,,,## Reuse-vs-new + what retires
DH-13097,cc_reports,cc_stage5_phase1_report.md,241,bullet,high,STOP (#13),,,769df17146;3c3e235dde;run_bach_preset.py;a8_rebaseline_measure.py;characterise_bir_false.py;paramoverride_tests.cpp;stage5_fit_driver.py;stage5_split_registry.json,1,,,- **Reuses (verbatim):** `run_bach_preset.py` / `a8_rebaseline_measure.py` / `characterise_bir_false.py` as the regen + objective + batch-stop readers; the frozen corpus; the `bounds()` optimizer-range table; the manifest.
DH-13098,cc_reports,cc_stage5_phase1_report.md,244,bullet,high,retired,,,769df17146;3c3e235dde;paramoverride_tests.cpp;stage5_fit_driver.py;stage5_split_registry.json;scoring_model.md,1,,,"- **Retires:** NOTHING. Infrastructure + measurement only; no adoption, no fit, no committed constant value changed."
DH-13099,cc_reports,cc_stage5_phase1_report.md,248,heading,broad,decided/decision,,,,1,,,## Checkpoint P1 — the decision surface (the user's call)
DH-13100,cc_reports,cc_stage5_phase1_report.md,250,paragraph,broad,held/parked,,,,1,,,"**Optimizer feasibility (design D-3).** The measured evaluation cost held at **~45 s/eval**
(regen-dominated, as Phase-0 found). The dead-list pruning removes **24 of 59** reachable
rows from the live set (fit-to-zero), so a coordinate/pattern search runs over **~35 live
fittable rows**; one coordinate sweep at 5 steps ≈ 175 evals ≈ **~2.2 h/pass**. **The
derivative-free coordinate/pattern-search default (D-3) is budget-feasible** — no need to
escalate to a decomposable-loss structured perceptron or CMA-ES on the measured cost. The
single-preset a8 mode (Task 2) already cuts the measure leg; the regen remains the per-vector
floor."
DH-13101,cc_reports,cc_stage5_phase1_report.md,259,paragraph,high,STOP (#13),,,,1,,,"**Suggested family staging (from the interaction warnings).** The continuous scoring family
(G1/G2/G3/G6) is tightly coupled to the batch-stop / §6-block: most objective-moving
perturbations also churn the batch-stop set. Suggested order:"
DH-13102,cc_reports,cc_stage5_phase1_report.md,262,bullet,high,STOP (#13),,,,1,,,"1. **`kPowerChord3PcPenalty` first** — the one high-leverage lever with NO batch-stop
   interaction (a clean, isolated fit target)."
DH-13103,cc_reports,cc_stage5_phase1_report.md,264,bullet,high,STOP (#13),,,,1,,,"2. **The bass/root/inversion continuous cluster (G2/G3) + the tone weights (G1 root/second
   factors) fitted JOINTLY WITH the §6-block dissolution track** (family 1 ∩ family 2) — the
   screen shows they cannot be evaluated independently of their batch-stop churn (design §4.4
   ""fitted jointly with the dissolution track"")."
DH-13104,cc_reports,cc_stage5_phase1_report.md,268,bullet,high,retired;verdict,,,,1,,,"3. **The §6-block gate margins (G7) via the pinned-fixture replay, not objective leverage** —
   they are Δ=0 at the objective's resolution, so the retire/retain verdict is a fixture
   question (design §4.4 family 2, D-7)."
DH-13105,cc_reports,cc_stage5_phase1_report.md,271,bullet,high,STOP (#13),,,,1,,,"4. **Abstention bars (family 3) last** (extensionThreshold is high-leverage but is an
   indicator threshold — discrete mixing validity, design D-11 vi; it moves the batch-stop
   sharply and is best fitted against the correct-abstention/wrong-commit rates, not the
   continuous objective alone)."
DH-13106,cc_reports,cc_stage5_phase1_report.md,276,paragraph,high,STOP (#13);decided/decision,,,,1,,,"**R-13 (transposition augmentation) data-limitation read (§14).** The screen does **not**
show a strong data-limitation signal: the objective's ceiling reads as **coupling-limited**
(the batch-stop churn on nearly every high-leverage row) rather than variance-limited by the
261-score fitting split. The high-leverage rows have large, stable, sign-consistent deltas —
not the noisy small deltas that would motivate augmentation. **Recommendation: R-13 is
optional, not mandated by the sensitivity numbers.** The 326-score single-composer risk
(design §11) remains real for generalization (the validation-pool sweep at each adoption is
the guard), but the fit itself is not measurably data-starved. The user decides at P1."
DH-13107,cc_reports,cc_stage5_phase1_report.md,285,paragraph,high,ratified,,user,,1,,,"**The split ratification** (Task 3): the proposed 261/65 mode-stratified split awaits
Cowork/user ratification before Phase 2 uses it; the 1b ranking above is split-robust and
does not depend on it."
DH-13108,cc_reports,cc_stage5_phase1_report.md,299,heading,high,STOP (#13),,,,3,,,## STOP conditions — status (none tripped)
DH-13109,cc_reports,cc_stage5_phase1_report.md,303,bullet,high,STOP (#13),,,,1,,,"- **Dormant-row reach:** recorded as a factual production/dormant boundary finding (design D-9), NOT a STOP — no listed STOP fires; the 19 rows are unreachable without wiring the dormant chain (engage scope) and are Δ=0 by construction on the production carrier. Surfaced for Cowork."
DH-13110,cc_reports,cc_stage5_phase1_report.md,304,bullet,high,STOP (#13),,,,1,,,"- **1b cost:** ~45 s/eval, within the Phase-0 estimate (< 2×; far under the 4× STOP)."
DH-13111,cc_reports,cc_stage5_phase2_1_report.md,3,paragraph,high,ratified;user-ratified;decided/decision,2026-07-04,cowork;user,652dd50861;cc_instruction_stage5_phase2_1.md;cowork_stage5_fitter_design.md,1,,,"**Dispatch:** `cc_instruction_stage5_phase2_1.md` (Cowork, 2026-07-04) · **Design:** `cowork_stage5_fitter_design.md` (SIGNED, P1-ratified)
**HEAD at dispatch:** `652dd50861` · **branch:** `master` · fork-only (`origin` = `slimvince/MuseScore`), local/unpushed.
**Nature:** the third CC increment of the Stage-5 arc — the FIRST FIT. Produces a **CANDIDATE + a decision surface only.**
**NO committed constant value changed; NO adoption.** Adoption is a separate user-ratified revertible commit (A-4/S-4) that is *not* in this dispatch — this report ends with the adoption artifact **prepared, not applied.**"
DH-13112,cc_reports,cc_stage5_phase2_1_report.md,14,table_row,high,ratified,,cowork,5c5d0aabdc;f14e57d6e0;cc_stage5_phase2_1_report.md,1,,,"| 1 — manifest rationales | **`5c5d0aabdc`** | `docs(tools):` | the two P1-ratified `status_rationale` strings (`kOtherToneFactor`, `maxTotalInversionContextBonus`); **values byte-untouched** |"
DH-13113,cc_reports,cc_stage5_phase2_1_report.md,24,bullet,high,ratified;STOP (#13),,,652dd50861;0dd64660f4;COWORK_HANDOFF.md;STATUS.md;cowork_stage5_fitter_design.md;_out.txt;ours.json;music21.json,1,,,"- **Dirty set matched the dispatch's expectation exactly:** the three Cowork narrative fold files (`COWORK_HANDOFF.md`, `STATUS.md`, `cowork_stage5_fitter_design.md`, carrying the session-22n P1-ratification + P2.1-dispatch text) + the deliberately-untracked scratch (`idiom_discovery/vl_*_out.txt`, `scratch_artifacts/`). Nothing else. **No STOP.**"
DH-13114,cc_reports,cc_stage5_phase2_1_report.md,32,paragraph,high,ratified,2026-07-04,,tools/param_manifest.json,1,,,"Edited ONLY the `status_rationale` string on two rows of `tools/param_manifest.json`, to the P1-ratified wording:"
DH-13115,cc_reports,cc_stage5_phase2_1_report.md,34,bullet,high,ruled/ruling,2026-07-04,,tools/param_manifest.json,1,,,"- **`kOtherToneFactor`** → *""frozen: the tone-weight family's declared SCALE ANCHOR — a relative-weight system fixes one unit; measured leverage (0.161, Phase-1b rider) shows the anchor is load-bearing, not that it should float (P1 ruling 2026-07-04).""*"
DH-13116,cc_reports,cc_stage5_phase2_1_report.md,35,bullet,high,ruled/ruling,2026-07-04,,5c5d0aabdc,1,,,"- **`maxTotalInversionContextBonus`** → *""frozen: DELIBERATELY NON-BINDING at its current value (2.0 > the 1.85 bonus sum); the individual inversion bonuses are the tunable surface; a floating cap coupled to the bonuses it caps is a redundant degree of freedom. Not 'inert' as a fittable — binds if reduced (Phase-1b rider, Δ 0.101); kept non-binding by ruling (P1, 2026-07-04).""*"
DH-13117,cc_reports,cc_stage5_phase2_1_report.md,37,paragraph,broad,chosen/choice,2026-07-04,,5c5d0aabdc,1,,,"**Diff discipline (verified with `git diff --word-diff`):** exactly **2 lines changed, 2 ins / 2 del** — only the two `status_rationale` string bodies. `group`, `name`, `site`, `family`, `value`, `per_preset`, `preset_scope`, `status` (stays `frozen`), `license_provenance`, `sensitivity` all byte-untouched on both rows; every other row untouched. JSON re-parses. **Commit `5c5d0aabdc`** (`docs(tools):` — a rationale-text correction in a tools artifact; no value change → `docs` chosen over `feat`)."
DH-13118,cc_reports,cc_stage5_phase2_1_report.md,43,paragraph,high,STOP (#13);chosen/choice,,,chordanalyzer.cpp,1,,,"**Target row.** `kPowerChord3PcPenalty` — G1 continuous, **shared** preset scope, **idiom-varying**, current value **0.30**, site `chordanalyzer.cpp:116`. Chosen at P1 as the clean lever (the one high-leverage Phase-1b row with no batch-stop interaction at ±0.05)."
DH-13119,cc_reports,cc_stage5_phase2_1_report.md,47,paragraph,high,ratified;STOP (#13),,,,1,,,"**Objective + constraints (design §4.2).** Per evaluation: **variant-(b) root-agree duration on the ratified FITTING SPLIT (261)** (`a8 --scores fitting`, via the driver), RN + key tracked beside; per-evaluation constraints **on the fitting split** — no NEW class-(b) batch-stop case (vs the 53/24/53 identity sets restricted to fitting-split scores), and class-(b) root-disagree duration non-increase. **Fitting-split baseline: 63.5026 % @ 0.30** (reproduces the ratified fitting-split baseline 63.50)."
DH-13120,cc_reports,cc_stage5_phase2_1_report.md,69,paragraph,high,STOP (#13),,,,1,,,"**★ The fit is CONSTRAINT-BOUNDED — the important structural finding.** The *unconstrained* optimum is **v = 0.15 (+0.3758)** — i.e. **lowering** the penalty gains ~5× more root agreement. But 0.15 (and 0.0) are **INFEASIBLE**: relaxing the power-chord penalty adds **new class-(b) batch-stop cases** among the fitting-split scores (1 at 0.15, 3 at 0.0) even though it *decreases* aggregate class-(b) duration. The no-new-class-(b) constraint (the batch-stop successor semantics) blocks the large-gain direction. So the feasible optimum is a **modest raise** (+0.073), not the larger down-direction gain. Per the dispatch: the search did **not** relax any constraint to chase 0.15 — it reports the best *feasible* value and the blocked direction transparently. This is **not** the ""unfittable under constraint"" STOP (a feasible improvement exists); it is a feasible-but-constraint-bounded result."
DH-13121,cc_reports,cc_stage5_phase2_1_report.md,71,paragraph,high,STOP (#13),,,tools/reports/stage5_fit_ledger.jsonl,1,,,"**Phase-1b reconciliation.** The 1b screen tagged this row ""clean (no batch-stop interaction)"" — accurate **at ±0.05** (0.25/0.35 stay feasible). The full ladder shows that characterization does **not** extend to the whole range: the **down**-direction becomes infeasible below the current value. The candidate lives entirely in the feasible raise region, so the P1 ""clean lever, fit isolated first"" staging holds; the nuance is recorded."
DH-13122,cc_reports,cc_stage5_phase2_1_report.md,73,paragraph,high,STOP (#13),,,tools/reports/stage5_fit_ledger.jsonl,1,,,"**Cost / determinism.** 14 evaluations, **~50.5 s/eval** (~11m47s total) — regen-dominated, within the Phase-0 figure (far under the 4×/>180 s STOP). Every evaluation ledgered (`tools/reports/stage5_fit_ledger.jsonl` + the per-run `stage5_fit_kPowerChord3PcPenalty.jsonl`). The search is deterministic (fixed ladder + deterministic tie-break; the Phase-1 determinism proof on the shared `evaluate()` path stands)."
DH-13123,cc_reports,cc_stage5_phase2_1_report.md,77,heading,broad,decided/decision,,,,1,,,"## Task 3 — the candidate's decision surface (measured, NOT adopted)"
DH-13124,cc_reports,cc_stage5_phase2_1_report.md,79,heading,broad,held/parked,,,,1,,,### 3.1 Held-out (65) scored ONCE — the overfit check (declared `heldout_check` checkpoint)
DH-13125,cc_reports,cc_stage5_phase2_1_report.md,84,table_row,broad,held/parked,,,,1,,,| **held-out (65)** | 62.6364 | 62.5385 | **−0.0979** |
DH-13126,cc_reports,cc_stage5_phase2_1_report.md,86,paragraph,high,STOP (#13);held/parked;never,,,,1,,,"**★ OVERFIT SIGNAL — surfaced prominently.** The candidate **gains on the fitting split but REGRESSES the held-out split (−0.098 root-agree duration)**. This is exactly the design's declared overfit tell (§4.2/§4.3, split hygiene). **No STOP** — the held-out split is never a hard constraint; it is the risk the user weighs at adoption. The full-corpus net (below) stays positive only because fitting (~80 % of covered duration) outweighs held-out (~20 %): 0.8·(+0.073) + 0.2·(−0.098) ≈ **+0.038**, matching the measured Baroque full-corpus +0.0376. The full-corpus number **masks** the held-out regression; the split view exposes it."
DH-13127,cc_reports,cc_stage5_phase2_1_report.md,96,bullet,high,ratified,,,CLAUDE.md,1,,,- Baseline full-corpus roots reproduce the ratified §4.2 baselines exactly (63.3234≈63.32 / 62.3664≈62.37 / 63.2192≈63.22).
DH-13128,cc_reports,cc_stage5_phase2_1_report.md,97,bullet,high,STOP (#13),,,CLAUDE.md,1,,,"- **The mandatory explained batch set-diff = EMPTY on all three carriers.** `batch_added = {}`, `batch_removed = {}`, `batch_class_changed = {}`, and the measured baseline set **equals the CLAUDE.md canonical 53/24/53 set on all three** (verified via a8's per-case class mapping). **There is nothing to explain per case — the candidate touches no batch-stop identity.**"
DH-13129,cc_reports,cc_stage5_phase2_1_report.md,98,bullet,high,STOP (#13),,,CLAUDE.md,1,,,- **class-(b) (pc-decidable-root) root-disagree duration DECREASES on all three presets** (−4560 / −7800 / −5520) — the successor-stop metric *improves* everywhere.
DH-13130,cc_reports,cc_stage5_phase2_1_report.md,108,paragraph,broad,deferred,,,,1,,,"Batch **24→24** (empty diff), class-(b) duration **−7800** (improves). **No Jazz regression.** (The +0.0854 Jazz root is *not* read as a fit result — A-3 defers the Jazz-carrier fit to the jazz-GT conversion increment.)"
DH-13131,cc_reports,cc_stage5_phase2_1_report.md,114,blockquote,high,ratified,,,run_dlc_baseline.py;run_validation.py;_validation.py;validate_slices_corpus.py,1,,,"> **★ RECORDED COWORK ITEM — ""S-5 candidate-scoring instrument gap"":** no validation runner threads `--param-override`, so the S-5 per-style generalization check cannot be run on a *candidate* today. The S-5 guard rides the adoption ratification as a **recorded caveat** until an override-capable per-style validation runner exists (a small additive flag on one runner + the DCML per-style root-agree it already computes). **Not built this dispatch, per instruction.**"
DH-13132,cc_reports,cc_stage5_phase2_1_report.md,131,paragraph,high,ratified;user-ratified,,user,src/composing/analysis/chord/chordanalyzer.cpp,1,,,"The single revertible commit that a **separate, user-ratified adoption event** (A-4 / S-4) would apply:"
DH-13133,cc_reports,cc_stage5_phase2_1_report.md,138,bullet,broad,decided/decision,,,,1,,,6. The commit carries the before/after decision surface (this report) + STATUS/handoff fold (S-4).
DH-13134,cc_reports,cc_stage5_phase2_1_report.md,143,heading,high,retired,,,run_bach_preset.py;a8_rebaseline_measure.py;characterise_bir_false.py;stage5_split_registry.json,5,,,## Reuse-vs-new + what retires
DH-13135,cc_reports,cc_stage5_phase2_1_report.md,145,bullet,high,STOP (#13),,,f14e57d6e0;5c5d0aabdc;run_bach_preset.py;a8_rebaseline_measure.py;characterise_bir_false.py;stage5_split_registry.json;tools/reports/,1,,,"- **Reuses (verbatim):** `run_bach_preset.py` (regen + `--param-override`), `a8_rebaseline_measure.py` (`--corpus-root`/`--preset`/`--scores`), `characterise_bir_false.py` (batch-stop sandwich), the frozen corpus, `stage5_split_registry.json` (261/65), the `batch_analyze --param-override` binary — all Phase-1 landings, unmodified."
DH-13136,cc_reports,cc_stage5_phase2_1_report.md,147,bullet,broad,decided/decision,,,f14e57d6e0;5c5d0aabdc;run_bach_preset.py;a8_rebaseline_measure.py;characterise_bir_false.py;stage5_split_registry.json;tools/reports/,1,,,"- **New (gitignored scratch, regenerable):** the fit ledger rows + per-run output under `tools/reports/`; the decision-surface scratch."
DH-13137,cc_reports,cc_stage5_phase2_1_report.md,148,bullet,high,retired;decided/decision,,,f14e57d6e0;5c5d0aabdc;tools/reports/,1,,,- **Retires:** NOTHING. Candidate + decision surface only.
DH-13138,cc_reports,cc_stage5_phase2_1_report.md,162,heading,high,STOP (#13),,,5c5d0aabdc;f14e57d6e0,3,,,## STOP conditions — status (none tripped)
DH-13139,cc_reports,cc_stage5_phase2_1_report.md,167,bullet,high,ratified,,,,1,,,"- **Instrument modification beyond additive flags already landed:** none needed. The `fit` mode + `evaluate --split` are additive changes to the **fitter harness / optimizer** (the ratified §5 block), not to the Phase-1 instruments (a8 / run_bach_preset / batch_analyze / characterise), which were used as-is."
DH-13140,cc_reports,cc_stage5_phase2_1_report.md,172,heading,broad,decided/decision,,,,1,,,## Checkpoint — the adoption decision is the user's
DH-13141,cc_reports,cc_stage5_phase2_1_report.md,174,paragraph,high,STOP (#13);decided/decision;held/parked,,,,1,,,"The family result: **a feasible, constraint-bounded candidate `kPowerChord3PcPenalty = 0.6375`** with a small full-corpus root gain on all three carriers (+0.0376 / +0.0854 / +0.055), **batch-stop sets untouched ×3**, class-(b) duration **down** ×3, Default adopt-with-Baroque eligible, no Jazz regression — **against** a **held-out root regression (−0.098)** and a **≈6/11 snapshot-golden refresh** at adoption, with the **S-5 per-style generalization check unrunnable on a candidate today** (recorded gap). The larger objective gain (+0.376) is real but **constraint-blocked** (it would add class-(b) batch cases). Cowork verifies → **the adoption decision (and whether the held-out regression + snapshot churn are acceptable for a +0.04 full-corpus root gain) is the user's.**"
DH-13142,cc_reports,cc_stage5_phase2_2a_report.md,3,paragraph,high,ratified;retired,2026-07-05,cowork,49640eef5f;cc_instruction_stage5_phase2_2a.md;cowork_stage5_fitter_design.md,1,,,"**Dispatch:** `cc_instruction_stage5_phase2_2a.md` (Cowork, 2026-07-05) · **Design:** `cowork_stage5_fitter_design.md` (SIGNED, P1-ratified; §4.4 family 2, D-7, §15 O-7/O-8)
**HEAD at dispatch:** `49640eef5f` · **branch:** `master` · fork-only (`origin` = `slimvince/MuseScore`), local/unpushed.
**Nature:** the fourth CC increment of the Stage-5 arc — builds the **rule-disable mechanism** (the same safety class as the A-6 constant override) and runs the **per-rule dissolution audit at CURRENT weights**. This is the evidence base for the Phase-2.2b joint fit. **NOTHING is adopted; no committed constant value changed; NO rule retired here.** Also carries the two O-8 housekeeping fixes."
DH-13143,cc_reports,cc_stage5_phase2_2a_report.md,23,bullet,high,STOP (#13),,,49640eef5f;0dd64660f4;COWORK_HANDOFF.md;STATUS.md;cowork_stage5_fitter_design.md;cowork_layer4_chordsymbol_design.md;_out.txt;ours.json,1,,,"- **Dirty set matched the dispatch's expectation exactly:** the four Cowork narrative fold files (`COWORK_HANDOFF.md`, `STATUS.md`, `cowork_stage5_fitter_design.md`, `cowork_layer4_chordsymbol_design.md`) + the deliberately-untracked scratch (`idiom_discovery/vl_*_out.txt`, `scratch_artifacts/`). Nothing else. **No STOP.**"
DH-13144,cc_reports,cc_stage5_phase2_2a_report.md,33,paragraph,broad,never,,,stage5_fit_driver.py;tools/fit_ledgers/;tools/fit_ledgers/x.jsonl;tools/reports/;tools/fit_ledgers;tools/reports/stage5_fit_ledger.jsonl;tools/fit_ledgers/stage5_fit_kPowerChord3PcPenalty.jsonl,1,,,"The driver's **compact per-run** ledgers now write to `tools/fit_ledgers/` — verified **NOT gitignored** (`git check-ignore tools/fit_ledgers/x.jsonl` → not ignored; `.gitignore` line 25 ignores only `tools/reports/`). The **DRIVER PATH** moved (never `.gitignore`): `stage5_fit_driver.py` `FIT_LEDGER_DIR = tools/fit_ledgers`; the fit `--out` default + the new audit `--out` default point there. The **shared full-row append-log** (`tools/reports/stage5_fit_ledger.jsonl`) and the a8 per-cell mappings **stay** gitignored scratch — the A-8 ""large per-cell enumerations stay regenerable"" precedent (design §7 as amended by O-8). Both readings of O-8 are honored: the per-run ledgers are committed; the unbounded append-log is not."
DH-13145,cc_reports,cc_stage5_phase2_2a_report.md,39,paragraph,broad,chosen/choice,,,tools/run_dlc_baseline.py;_validation.py;run_validation.py;run_dlc_baseline.py,1,,,"**Chosen runner: `tools/run_dlc_baseline.py`** — the least-change choice. Rationale: it is the **config-driven unified driver** that already computes **per-style DCML root-agree** (`root_agree_pct` via `compare_rn.score_corpus`) over the DLC clones, and it already invokes `batch_analyze` in one place (`_run_one`). The ~30 copied `run_*_validation.py` scripts and `run_validation.py` would each need the same edit; `run_dlc_baseline.py` closes the S-5 gap for **every** DLC sub-corpus at once. Change: an additive `--param-override FILE` arg threaded into `_run_one` (git-bash + native paths); **no new comparison logic**."
DH-13146,cc_reports,cc_stage5_phase2_2a_report.md,55,paragraph,broad,decided/decision;chosen/choice,,,paramoverride.h,1,,,"**Grammar decision (declared):** the existing `name value` override-file grammar is extended with a reserved-keyword line **`disable_rule <Name>`** (chosen over a boolean namespace: it is self-documenting, does not collide with the numeric `name value` grammar, and reuses the existing two-token line parser). `<Name>` is one of the 14 canonical names in `paramoverride.h` `PostScoringRule`: **`BiasCorrection FM2 GateA GateE GateF GateGE GateGB GateGC GateGD GateH GateI GateK GateL GateJ`**. Strict: an unknown rule name aborts the run; `disable_rule` alone (no name) is a malformed line."
DH-13147,cc_reports,cc_stage5_phase2_2a_report.md,57,paragraph,broad,held/parked,,,paramoverride.h,1,,,"**Reach — each §6 member individually.** Every rule maps to exactly ONE clean skip in `applyPostScoringGates()`: a `!ruleOff(PostScoringRule::X) &&` prepended to that rule's top-level `if`. With nothing disabled, `ruleOff` returns `false`, so each guard collapses to `true && <cond>` = `<cond>` — **no logic restructuring** (R9 stays parked). Process-global disable state defaults to all-enabled; only a loaded `disable_rule` line writes it."
DH-13148,cc_reports,cc_stage5_phase2_2a_report.md,59,paragraph,high,ruled/ruling,,,,1,,,"**Coupling STOPs — NONE.** All 14 rules skip cleanly. The two shared-state neighbours were handled as clean skips, not restructures, and are recorded:"
